absolute_course_url,course_name,subject_name
https://www.class-central.com/course/edx-gestion-de-contenidos-digitales-y-marketing-turistico-de-ciudad-9739,Gestión de contenidos digitales y marketing turístico de ciudad,Business
https://www.class-central.com/course/opensap-extending-sap-s-4hana-cloud-and-sap-s-4hana-9281,Extending SAP S/4HANA Cloud and SAP S/4HANA,Business
https://www.class-central.com/course/opensap-extending-sap-successfactors-with-sap-cloud-platform-9280,Extending SAP SuccessFactors with SAP Cloud Platform,Business
https://www.class-central.com/course/edx-understanding-venture-capitalists-how-to-get-money-for-your-start-up-4993,Understanding Venture Capitalists: How to Get Money for Your Start Up,Business
https://www.class-central.com/course/opensap-in-action-integration-framework-for-sap-business-one-9282,In Action - Integration Framework for SAP Business One,Business
https://www.class-central.com/course/opensap-sap-transformation-navigator-in-a-nutshell-9636,SAP Transformation Navigator in a Nutshell,Business
https://www.class-central.com/course/edx-compliance-in-office-365-ediscovery-4382,Compliance in Office 365: eDiscovery,Business
https://www.class-central.com/course/edx-interpreting-and-communicating-data-insights-in-business-6525,Interpreting and Communicating Data Insights in Business,Business
https://www.class-central.com/course/edx-introduction-to-marketing-5644,Introduction to Marketing,Business
https://www.class-central.com/course/edx-cs50-s-computer-science-for-business-professionals-10143,CS50's Computer Science for Business Professionals,Business
https://www.class-central.com/course/edx-get-beyond-work-life-balance-inclusive-leadership-training-5286,Get Beyond Work-Life Balance (Inclusive Leadership Training),Business
https://www.class-central.com/course/edx-unconscious-bias-from-awareness-to-action-9693,Unconscious Bias: From Awareness to Action,Business
https://www.class-central.com/course/edx-entrepreneurship-for-global-challenges-in-emerging-markets-9451,Entrepreneurship for Global Challenges in Emerging Markets,Business
https://www.class-central.com/course/edx-becoming-a-successful-leader-inclusive-leadership-training-2947,Becoming a Successful Leader (Inclusive Leadership Training),Business
https://www.class-central.com/course/edx-leading-with-effective-communication-inclusive-leadership-training-4547,Leading With Effective Communication (Inclusive Leadership Training),Business
https://www.class-central.com/course/edx--financial-analysis-and-decision-making-1526,财务分析与决策 | Financial Analysis and Decision Making,Business
https://www.class-central.com/course/edx-islamic-finance-and-banking-5297,Islamic Finance and Banking,Business
https://www.class-central.com/course/edx-entrepreneurship-101-quien-es-tu-cliente-7820,Entrepreneurship 101: ¿Quién es tu cliente?,Business
https://www.class-central.com/course/edx-introduction-to-accounting-9177,Introduction to Accounting,Business
https://www.class-central.com/course/edx-customer-centric-marketing-for-entrepreneurs-9511,Customer Centric Marketing for Entrepreneurs,Business
https://www.class-central.com/course/stepik------10488,Организация и обслуживание воздушных перевозок,Business
https://www.class-central.com/course/stepik----10510,Инвестиционный банкинг изнутри,Business
https://www.class-central.com/course/edx-self-assessment-developing-your-strengths-4950,Self-Assessment – Developing Your Strengths,Business
https://www.class-central.com/course/edx-problem-solving-and-critical-thinking-skills-4946,Problem Solving and Critical Thinking Skills,Business
https://www.class-central.com/course/edx-principles-and-practices-of-islamic-insurance-10497,Principles and Practices of Islamic Insurance,Business
https://www.class-central.com/course/stepik--10523,Риторика,Business
https://www.class-central.com/course/edx-project-management-for-development-6111,Project Management for Development,Business
https://www.class-central.com/course/kadenze-tax-basics-for-creative-entrepreneurs-7604,Tax Basics for Creative Entrepreneurs,Business
https://www.class-central.com/course/edx-platform-strategy-for-business-8220,Platform Strategy for Business,Business
https://www.class-central.com/course/edx-ods-en-la-agenda-2030-de-las-naciones-unidas-retos-de-los-objetivos-de-desarrollo-sostenible-9740,ODS en la Agenda 2030 de las Naciones Unidas: Retos de los Objetivos de Desarrollo Sostenible,Business
https://www.class-central.com/course/edx-gestion-de-projets-de-developpement-6794,Gestion de projets de développement,Business
https://www.class-central.com/course/edx-entrepreneurial-opportunities-5351,Entrepreneurial Opportunities,Business
https://www.class-central.com/course/udacity-a-b-testing-for-business-analysts-10663,A/B Testing for Business Analysts,Business
https://www.class-central.com/course/edx-gestion-participativa-motivacion-y-liderazgo-organizacional-3606,Gestión participativa: motivación y liderazgo organizacional,Business
https://www.class-central.com/course/edx-gestao-de-projetos-de-desenvolvimento-8969,Gestão de Projetos de Desenvolvimento,Business
https://www.class-central.com/course/edx-assessment-of-work-related-injury-risks-using-ramp-i-11352,Assessment of Work-Related Injury Risks using RAMP I,Business
https://www.class-central.com/course/edx-entrepreneurship-102-que-puedes-hacer-por-tu-cliente-3533,Entrepreneurship 102: ¿Qué puedes hacer por tu cliente?,Business
https://www.class-central.com/course/edx-organizational-behaviour-9176,Organizational Behaviour,Business
https://www.class-central.com/course/opensap-getting-started-with-sap-lumira-10419,Getting Started with SAP Lumira,Business
https://www.class-central.com/course/edx-branding-como-convertirte-en-una-gran-marca-11439,Branding: ¿cómo convertirte en una gran marca?,Business
https://www.class-central.com/course/edx-strategic-social-media-marketing-8212,Strategic Social Media Marketing,Business
https://www.class-central.com/course/edx-leading-in-the-digital-age-8211,Leading in the Digital Age,Business
https://www.class-central.com/course/edx-project-finance-funding-projects-successfully-8451,Project Finance: Funding Projects Successfully,Business
https://www.class-central.com/course/canvas-network-think-biobased-11062,Think Biobased!,Business
https://www.class-central.com/course/edx-valoracion-de-futbolistas-con-el-metodo-ahp-2953,Valoración de Futbolistas con el Método AHP,Business
https://www.class-central.com/course/openclassrooms-launch-your-innovative-venture-11097,Launch your innovative venture,Business
https://www.class-central.com/course/openclassrooms-concevez-votre-campagne-de-crowdfunding-11098,Concevez votre campagne de crowdfunding,Business
https://www.class-central.com/course/openclassrooms-lancez-votre-projet-innovant-11096,Lancez votre projet innovant,Business
https://www.class-central.com/course/openclassrooms-financer-son-entreprise-11099,Financer son entreprise,Business
https://www.class-central.com/course/edx-islamic-finance-and-capital-markets-5347,Islamic Finance and Capital Markets,Business
https://www.class-central.com/course/edx-public-financial-management-11374,Public Financial Management,Business
https://www.class-central.com/course/edx-introduction-to-business-for-analytics-9696,Introduction to Business for Analytics,Business
https://www.class-central.com/course/stanford-openedx-entrepreneurship-through-the-lens-of-venture-capital-11215,Entrepreneurship Through the Lens of Venture Capital,Business
https://www.class-central.com/course/edx-the-entrepreneurial-mindset-7511,The Entrepreneurial Mindset,Business
https://www.class-central.com/course/edx-from-corporate-social-responsibility-to-corporate-social-innovation-9786,From Corporate Social Responsibility to Corporate Social Innovation,Business
https://www.class-central.com/course/edx-risk-management-for-projects-8597,Risk Management for Projects,Business
https://www.class-central.com/course/edx-introduccion-a-la-siembra-directa-11330,Introducción a la Siembra Directa,Business
https://www.class-central.com/course/edx-como-implantar-grupos-de-mejora-de-procesos-2959,Cómo implantar grupos de mejora de procesos,Business
https://www.class-central.com/course/edx-improving-your-business-through-a-culture-of-health-11363,Improving Your Business Through a Culture of Health,Business
https://www.class-central.com/course/independent-smart-service-welt-daten-und-plattformbasierte-geschaftsmodelle-11945,Smart Service Welt – Daten- und Plattformbasierte Geschäftsmodelle,Business
https://www.class-central.com/course/edx-evidence-based-practice-in-management-7234,Evidence-Based Practice in Management,Business
https://www.class-central.com/course/edx-financial-accounting-made-fun-eliminating-your-fears-7514,Financial Accounting Made Fun: Eliminating Your Fears,Business
https://www.class-central.com/course/edx-analytics-for-decision-making-7517,Analytics for Decision Making,Business
https://www.class-central.com/course/edx-financial-analysis-for-decision-making-7515,Financial Analysis for Decision Making,Business
https://www.class-central.com/course/edx-find-the-right-markets-for-your-innovation-a-tool-for-entrepreneurs-and-innovators-for-choosing-which-markets-to-play-in-10458,Find the right markets for your innovation - A tool for entrepreneurs and innovators for choosing which markets to play in.,Business
https://www.class-central.com/course/independent-understanding-customer-experience-3176,Understanding Customer Experience,Business
https://www.class-central.com/course/canvas-network-discover-the-leader-in-you-six-questions-to-ask-yourself-11558,Discover the Leader in You: Six Questions to Ask Yourself,Business
https://www.class-central.com/course/opensap-sap-business-bydesign-project-based-services-11033,SAP Business ByDesign Project-Based Services,Business
https://www.class-central.com/course/edx-liderazgo-para-mandos-intermedios-7232,Liderazgo para mandos intermedios,Business
https://www.class-central.com/course/edx-strategic-applications-of-it-project-program-management-8579,Strategic Applications of IT Project & Program Management,Business
https://www.class-central.com/course/edx-rise-to-leadership-become-a-ceo-10023,Rise to Leadership: Become a CEO,Business
https://www.class-central.com/course/edx-skype-for-business-fundamentals-7835,Skype for Business: Fundamentals,Business
https://www.class-central.com/course/opensap-procurement-transformation-with-sap-ariba-and-sap-s-4hana-9635,Procurement Transformation with SAP Ariba and SAP S/4HANA,Business
https://www.class-central.com/course/edx-people-management-7274,People Management,Business
https://www.class-central.com/course/edx-business-analytics-fundamentals-10333,Business Analytics Fundamentals,Business
https://www.class-central.com/course/edx-using-email-for-networking-in-english-11612,Using Email for Networking in English,Business
https://www.class-central.com/course/edx-u-lab-leading-change-in-times-of-disruption-6716,u.lab: Leading Change in Times of Disruption,Business
https://www.class-central.com/course/opensap-sap-retail-omnichannel-commerce-11526,SAP Retail Omnichannel Commerce,Business
https://www.class-central.com/course/edx--management-communication-7065,管理沟通 | Management Communication,Business
https://www.class-central.com/course/opensap-analytics-with-sap-cloud-platform-11527,Analytics with SAP Cloud Platform,Business
https://www.class-central.com/course/edx-electronic-trading-in-financial-markets-6360,Electronic Trading in Financial Markets,Business
https://www.class-central.com/course/opensap-analyzing-connected-data-with-sap-hana-graph-11528,Analyzing Connected Data with SAP HANA Graph,Business
https://www.class-central.com/course/edx-liderazgo-en-la-empresa-familiar-11338,Liderazgo en la empresa familiar,Business
https://www.class-central.com/course/edx-driving-digital-innovation-through-experimentation-8207,Driving Digital Innovation through Experimentation,Business
https://www.class-central.com/course/opensap-smart-service-welt-data-and-platform-based-business-models-11035,Smart Service Welt – Data and Platform-Based Business Models,Business
https://www.class-central.com/course/edx-personnel-management-for-public-libraries-8935,Personnel Management for Public Libraries,Business
https://www.class-central.com/course/edx-entrepreneurial-operations-launching-a-startup-10437,Entrepreneurial Operations: Launching a Startup,Business
https://www.class-central.com/course/edx-evidence-based-business-communication-9192,Evidence-Based Business Communication,Business
https://www.class-central.com/course/edx-entrepreneurial-leadership-toolbox-10288,Entrepreneurial Leadership Toolbox,Business
https://www.class-central.com/course/stanford-openedx-introduction-to-systematic-reviews-12133,Introduction to Systematic Reviews,Business
https://www.class-central.com/course/edx-the-role-of-impact-assessments-in-real-estate-development-11953,The Role of Impact Assessments in Real Estate Development,Business
https://www.class-central.com/course/edx-creating-shared-benefits-in-real-estate-development-11952,Creating Shared Benefits in Real Estate Development,Business
https://www.class-central.com/course/edx-financial-programming-and-policies-part-2-program-design-6330,"Financial Programming and Policies, Part 2: Program Design",Business
https://www.class-central.com/course/edx-budgeting-and-finance-for-public-libraries-9106,Budgeting and Finance for Public Libraries,Business
https://www.class-central.com/course/edx-business-model-implementation-7298,Business Model Implementation,Business
https://www.class-central.com/course/edx-how-to-design-a-successful-business-model-7300,How to Design a Successful Business Model,Business
https://www.class-central.com/course/edx-evidence-based-stakeholder-marketing-7235,Evidence-Based Stakeholder Marketing,Business
https://www.class-central.com/course/edx-business-model-testing-7299,Business Model Testing,Business
https://www.class-central.com/course/edx-the-value-of-business-models-7296,The Value of Business Models,Business
https://www.class-central.com/course/edx-an-introduction-to-credit-risk-management-1528,An Introduction to Credit Risk Management,Business
https://www.class-central.com/course/edx-como-diagnosticar-mis-competencias-de-innovacion-7233,Cómo diagnosticar mis competencias de innovación,Business
https://www.class-central.com/course/edx-introduction-to-investments-5999,Introduction to Investments,Business
https://www.class-central.com/course/edx-management-accounting-for-decision-making-6731,Management Accounting for Decision Making,Business
https://www.class-central.com/course/canvas-network-biobased-business-development-11808,Biobased Business Development,Business
https://www.class-central.com/course/edx-effective-decision-making-dealing-with-business-complexity-11576,Effective Decision Making: Dealing with Business Complexity,Business
https://www.class-central.com/course/edx-risk-management-of-work-related-injuries-using-ramp-ii-11390,Risk Management of Work Related injuries using RAMP II,Business
https://www.class-central.com/course/edx-u-lab-leading-from-the-emerging-future-6574,u.lab: Leading From the Emerging Future,Business
https://www.class-central.com/course/edx-marketing-analytics-8214,Marketing Analytics,Business
https://www.class-central.com/course/edx-demand-and-supply-analytics-8206,Demand and Supply Analytics,Business
https://www.class-central.com/course/edx-analytics-in-python-8210,Analytics in Python,Business
https://www.class-central.com/course/edx-inversion-extranjera-como-motor-del-desarrollo-para-america-latina-y-el-caribe-9498,Inversión Extranjera como Motor del Desarrollo para América Latina y el Caribe,Business
https://www.class-central.com/course/edx-les-fondements-de-la-strategie-d-entreprise-3436,Les fondements de la stratégie d’entreprise,Business
https://www.class-central.com/course/edx-evidence-based-management-foundations-7236,Evidence-Based Management Foundations,Business
https://www.class-central.com/course/edx-delivering-a-relational-data-warehouse-6650,Delivering a Relational Data Warehouse,Business
https://www.class-central.com/course/edx-culture-of-services-paradox-of-customer-relations-11440,Culture of Services: Paradox of Customer Relations,Business
https://www.class-central.com/course/edx-introduccion-a-las-finanzas-principios-de-valoracion-12037,Introducción a las finanzas: Principios de valoración,Business
https://www.class-central.com/course/edx-managing-building-adaptation-a-sustainable-approach-8779,Managing Building Adaptation: A Sustainable Approach,Business
https://www.class-central.com/course/edx-project-management-of-engineering-projects-preparing-for-success-6421,Project Management of Engineering Projects: Preparing for Success,Business
https://www.class-central.com/course/edx-creativity-entrepreneurship-4056,Creativity & Entrepreneurship,Business
https://www.class-central.com/course/edx-influencing-stakeholders-dealing-with-power-and-dynamics-in-teams-and-networks-11577,Influencing Stakeholders: Dealing with Power and Dynamics in Teams and Networks,Business
https://www.class-central.com/course/edx-the-free-cash-flow-method-for-firm-valuation-9061,The Free Cash Flow Method for Firm Valuation,Business
https://www.class-central.com/course/edx-introduction-to-corporate-finance-9060,Introduction to Corporate Finance,Business
https://www.class-central.com/course/opensap-freedom-to-calculate-with-sap-product-lifecycle-costing-11861,Freedom to Calculate with SAP Product Lifecycle Costing,Business
https://www.class-central.com/course/opensap-integration-with-sap-s-4hana-cloud-11864,Integration with SAP S/4HANA Cloud,Business
https://www.class-central.com/course/edx-banking-financial-intermediation-concepts-risks-capital-regulation-11717,"Banking & Financial Intermediation: Concepts, Risks, Capital & Regulation",Business
https://www.class-central.com/course/edx-japanese-business-management-10471,Japanese Business Management,Business
https://www.class-central.com/course/edx-waste-management-and-critical-raw-materials-11610,Waste Management and Critical Raw Materials,Business
https://www.class-central.com/course/edx-strategie-di-produzione-e-sistemi-di-logistica-12126,Strategie di produzione e sistemi di logistica,Business
https://www.class-central.com/course/edx-impacto-de-la-investigacion-de-mercados-8017,Impacto de la Investigación de Mercados,Business
https://www.class-central.com/course/edx-driving-speed-through-agile-planning-11918,Driving Speed through Agile Planning,Business
https://www.class-central.com/course/edx-gestion-de-riesgos-para-la-sostenibilidad-organizacional-8448,Gestión de Riesgos para la sostenibilidad organizacional,Business
https://www.class-central.com/course/edx-introduction-to-management-information-systems-mis-a-survival-guide-4367,Introduction to Management Information Systems (MIS): A Survival Guide,Business
https://www.class-central.com/course/opensap-introduction-to-sap-enterprise-architecture-designer-11867,Introduction to SAP Enterprise Architecture Designer,Business
https://www.class-central.com/course/edx-gestion-de-proyectos-sociales-para-ong-y-organizaciones-de-la-sociedad-civil-osc-9255,Gestión de Proyectos Sociales para ONG y Organizaciones de la Sociedad Civil (OSC),Business
https://www.class-central.com/course/acumen-marketing-to-the-bottom-of-the-pyramid-8840,Marketing to the Bottom of the Pyramid,Business
https://www.class-central.com/course/opensap-sap-business-bydesign-customer-relationship-management-11866,SAP Business ByDesign Customer Relationship Management,Business
https://www.class-central.com/course/edx-evidence-based-global-management-7237,Evidence-Based Global Management,Business
https://www.class-central.com/course/edx-entrepreneurship-in-emerging-economies-7829,Entrepreneurship in Emerging Economies,Business
https://www.class-central.com/course/acumen-financial-modeling-for-the-social-sector-3911,Financial Modeling for the Social Sector,Business
https://www.class-central.com/course/edx-measure-and-improve-innovation-at-the-workplace-11645,Measure and Improve Innovation at the Workplace,Business
https://www.class-central.com/course/edx-money-debt-markets-concepts-instruments-risks-and-derivatives-11718,"Money & Debt Markets: Concepts, Instruments, Risks and Derivatives",Business
https://www.class-central.com/course/edx-design-leadership-and-innovation-6647,Design Leadership and Innovation,Business
https://www.class-central.com/course/edx-the-iterative-innovation-process-929,The Iterative Innovation Process,Business
https://www.class-central.com/course/canvas-network-practical-personal-finance-9958,Practical Personal Finance,Business
https://www.class-central.com/course/edx-proficiency-in-using-ramp-for-risk-management-of-work-related-injuries-11391,Proficiency in using RAMP for Risk Management of work-related injuries,Business
https://www.class-central.com/course/edx-pronosticos-de-ventas-una-herramienta-comercial-5155,Pronósticos de ventas: una herramienta comercial,Business
https://www.class-central.com/course/edx-finanzas-personales-5357,Finanzas Personales,Business
https://www.class-central.com/course/edx-agile-solutions-for-greater-innovation-11919,Agile Solutions for Greater Innovation,Business
https://www.class-central.com/course/edx-foreign-exchange-markets-concepts-instruments-risks-and-derivatives-11720,"Foreign Exchange Markets: Concepts, Instruments, Risks and Derivatives",Business
https://www.class-central.com/course/edx-evidence-based-technology-management-7238,Evidence-Based Technology Management,Business
https://www.class-central.com/course/edx-introduction-to-oil-country-tubular-goods-octg-3724,Introduction to Oil Country Tubular Goods (OCTG),Business
https://www.class-central.com/course/edx-big-data-strategies-to-transform-your-business-10020,Big Data Strategies to Transform Your Business,Business
https://www.class-central.com/course/edx-sustainable-urban-freight-transport-a-global-perspective-10440,Sustainable Urban Freight Transport: A Global Perspective,Business
https://www.class-central.com/course/edx-equity-stock-markets-concepts-instruments-risks-and-derivatives-11516,"Equity Stock Markets: Concepts, Instruments, Risks and Derivatives",Business
https://www.class-central.com/course/independent-data-warehousing-on-aws-digital-12674,Data Warehousing on AWS (Digital),Business
https://www.class-central.com/course/edx-business-communication-7301,Business Communication,Business
https://www.class-central.com/course/edx-industry-4-0-how-to-revolutionize-your-business-9194,Industry 4.0: How to Revolutionize your Business,Business
https://www.class-central.com/course/edx-special-topics-in-risk-management-of-banking-and-financial-markets-11721,Special Topics in Risk Management of Banking and Financial Markets,Business
https://www.class-central.com/course/edx-analytics-storytelling-for-impact-9067,Analytics Storytelling for Impact,Business
https://www.class-central.com/course/edx-introduction-to-inclusive-talent-acquisition-7201,Introduction to Inclusive Talent Acquisition,Business
https://www.class-central.com/course/edx-leadership-in-a-new-era-a-course-at-tsinghua-sem-by-mckinsey---10016,Leadership in a New Era: A Course at Tsinghua SEM by McKinsey |麦肯锡“全球领导力”,Business
https://www.class-central.com/course/edx-introduction-to-marketing-tools-to-set-enterprises-apart-5763,Introduction to Marketing: Tools to Set Enterprises Apart,Business
https://www.class-central.com/course/edx-business-intelligence-for-iot-solutions-12661,Business Intelligence for IoT Solutions,Business
https://www.class-central.com/course/edx-international-business-environment-and-global-strategy-5636,International Business Environment and Global Strategy,Business
https://www.class-central.com/course/edx-marketing-analytics-marketing-measurement-strategy-6356,Marketing Analytics: Marketing Measurement Strategy,Business
https://www.class-central.com/course/edx-international-project-management-7289,International Project Management,Business
https://www.class-central.com/course/edx-best-practices-for-project-management-success-7288,Best Practices for Project Management Success,Business
https://www.class-central.com/course/edx-project-management-life-cycle-7287,Project Management Life Cycle,Business
https://www.class-central.com/course/edx-evidence-based-project-management-7239,Evidence-Based Project Management,Business
https://www.class-central.com/course/edx-becoming-an-entrepreneur-5726,Becoming an Entrepreneur,Business
https://www.class-central.com/course/edx-leading-high-performing-teams-9182,Leading High-Performing Teams,Business
https://www.class-central.com/course/edx-innovation-from-plan-to-product-10295,Innovation: From Plan to Product,Business
https://www.class-central.com/course/edx-cash-flow-analysis-12734,Cash Flow Analysis,Business
https://www.class-central.com/course/edx-credit-and-credit-risk-analysis-professional-certificate-examination-12754,Credit and Credit Risk Analysis Professional Certificate Examination,Business
https://www.class-central.com/course/edx-risk-management-and-credit-principles-12732,Risk Management and Credit Principles,Business
https://www.class-central.com/course/edx-system-design-for-supply-chain-management-and-logistics-6992,System Design for Supply Chain Management and Logistics,Business
https://www.class-central.com/course/edx-becoming-an-effective-leader-9178,Becoming an Effective Leader,Business
https://www.class-central.com/course/edx-ratio-analysis-12733,Ratio Analysis,Business
https://www.class-central.com/course/edx-projections-and-structuring-12735,Projections and Structuring,Business
https://www.class-central.com/course/edx-master-control-in-supply-chain-management-and-logistics-7047,Master Control in Supply Chain Management and Logistics,Business
https://www.class-central.com/course/edx-leading-the-organization-9179,Leading the Organization,Business
https://www.class-central.com/course/edx-leading-in-a-complex-environment-9184,Leading in a Complex Environment,Business
https://www.class-central.com/course/edx-identifying-entrepreneurial-opportunities-12828,Identifying Entrepreneurial Opportunities,Business
https://www.class-central.com/course/edx-entrepreneurship-do-your-venture-6358,Entrepreneurship: DO Your Venture,Business
https://www.class-central.com/course/edx-datos-para-la-efectividad-de-las-politicas-publicas-4754,Datos para la efectividad de las políticas públicas,Business
https://www.class-central.com/course/independent-sponsorship-supporting-your-career-4979,Sponsorship - Supporting Your Career,Business
https://www.class-central.com/course/independent-athlete-career-transition-2203,Athlete Career Transition,Business
https://www.class-central.com/course/independent-sports-media-create-your-winning-profile-4532,Sports Media - Create Your Winning Profile,Business
https://www.class-central.com/course/independent-sport-event-management-5811,Sport Event Management,Business
https://www.class-central.com/course/edx-facebook-ads-como-utilizar-el-poder-de-la-publicidad-en-facebook-10387,Facebook Ads: Cómo utilizar el poder de la publicidad en Facebook,Business
https://www.class-central.com/course/edx-fundamentos-del-emprendimiento-en-la-empresa-familiar-11386,Fundamentos del emprendimiento en la empresa familiar,Business
https://www.class-central.com/course/edx-agile-leadership-principles-11920,Agile Leadership Principles,Business
https://www.class-central.com/course/edx-risk-management-in-banking-and-financial-markets-professional-certificate-exam-11716,Risk Management in Banking and Financial Markets Professional Certificate Exam,Business
https://www.class-central.com/course/edx-introduction-to-data-analytics-for-managers-8525,Introduction to Data Analytics for Managers,Business
https://www.class-central.com/course/edx-electric-cars-introduction-9180,Electric Cars: Introduction,Business
https://www.class-central.com/course/edx-electric-cars-business-11415,Electric Cars: Business,Business
https://www.class-central.com/course/edx-communiquer-la-responsabilite-societale-des-entreprises-rse-5690,Communiquer la responsabilité sociétale des entreprises (RSE),Business
https://www.class-central.com/course/edx-retail-fundamentals-8513,Retail Fundamentals,Business
https://www.class-central.com/course/edx-leaders-in-global-development-7264,Leaders in Global Development,Business
https://www.class-central.com/course/edx-omnichannel-strategy-and-management-8519,Omnichannel Strategy and Management,Business
https://www.class-central.com/course/edx-developing-breakthrough-innovations-with-the-three-box-solution-11328,Developing Breakthrough Innovations with the Three Box Solution,Business
https://www.class-central.com/course/edx-adaptive-leadership-in-development-7265,Adaptive Leadership in Development,Business
https://www.class-central.com/course/edx-executing-breakthrough-innovations-with-the-three-box-solution-11329,Executing Breakthrough Innovations with the Three Box Solution,Business
https://www.class-central.com/course/canvas-network-biobased-economy-green-chemistry-4684,Biobased Economy – Green Chemistry,Business
https://www.class-central.com/course/futurelearn-digital-media-analytics-social-media-research-plans-13069,Digital Media Analytics: Social Media Research Plans,Business
https://www.class-central.com/course/coursera-evaluation-mesure-d-impact-social-13118,Évaluation & Mesure d'Impact Social,Business
https://www.class-central.com/course/futurelearn-digital-media-analytics-using-data-from-owned-media-13073,Digital Media Analytics: Using Data from Owned Media,Business
https://www.class-central.com/course/futurelearn-digital-media-analytics-earned-media-13070,Digital Media Analytics: Earned Media,Business
https://www.class-central.com/course/edx-enterprise-data-management-13169,Enterprise Data Management,Business
https://www.class-central.com/course/futurelearn-digital-media-analytics-paid-media-13071,Digital Media Analytics: Paid Media,Business
https://www.class-central.com/course/edx-unlocking-investment-and-finance-in-emerging-markets-and-developing-economies-emdes-13122,Unlocking Investment and Finance in Emerging Markets and Developing Economies (EMDEs),Business
https://www.class-central.com/course/futurelearn-digital-media-analytics-using-listening-data-13072,Digital Media Analytics: Using 'Listening Data',Business
https://www.class-central.com/course/edx-digital-technology-and-innovation-13170,Digital Technology and Innovation,Business
https://www.class-central.com/course/edx-digital-ecosystem-infrastructure-13171,Digital Ecosystem Infrastructure,Business
https://www.class-central.com/course/edx-innovation-creativity-management-8184,Innovation & Creativity Management,Business
https://www.class-central.com/course/edx-financial-management-in-organizations-9109,Financial Management in Organizations,Business
https://www.class-central.com/course/edx-operations-management-3641,Operations Management,Business
https://www.class-central.com/course/edx-marketing-management-7275,Marketing Management,Business
https://www.class-central.com/course/coursera-financial-management-capstone-6764,Financial Management Capstone,Business
https://www.class-central.com/course/futurelearn-excellence-in-spa-operations-12847,Excellence in Spa Operations,Business
https://www.class-central.com/course/france-universite-numerique-du-manager-au-leader-agile-from-manager-to-agile-leader-1499,Du manager au leader agile / From manager to agile leader,Business
https://www.class-central.com/course/coursera-digital-marketing-capstone-5086,Digital Marketing Capstone,Business
https://www.class-central.com/course/coursera-capstone-launch-your-own-business-5573,Capstone - Launch Your Own Business!,Business
https://www.class-central.com/course/edx-comunicacion-efectiva-para-el-lider-actual-12292,Comunicación efectiva para el líder actual,Business
https://www.class-central.com/course/coursera-valuation-and-financial-analysis-for-startups-capstone-6977,Valuation and Financial Analysis For Startups Capstone,Business
https://www.class-central.com/course/edx-reputation-management-in-a-digital-world-6031,Reputation Management in a Digital World,Business
https://www.class-central.com/course/edx-online-marketing-strategies-8176,Online Marketing Strategies,Business
https://www.class-central.com/course/futurelearn-principles-of-service-management-12116,Principles of Service Management,Business
https://www.class-central.com/course/edx-global-marketing-strategy-7263,Global Marketing Strategy,Business
https://www.class-central.com/course/edx-ai-for-leaders-12334,AI for Leaders,Business
https://www.class-central.com/course/acumen-adaptive-leadership-1824,Adaptive Leadership,Business
https://www.class-central.com/course/edx-shaping-work-of-the-future-3245,Shaping Work of the Future,Business
https://www.class-central.com/course/acumen-business-models-for-social-impact-10192,Business Models for Social Impact,Business
https://www.class-central.com/course/acumen-lean-data-approaches-to-measure-social-impact-3146,Lean Data Approaches to Measure Social Impact,Business
https://www.class-central.com/course/coursera-innovating-in-a-digital-world-4607,Innovating in a Digital World,Business
https://www.class-central.com/course/coursera-content-strategy-for-professionals-capstone-project-3753,Content Strategy for Professionals: Capstone Project,Business
https://www.class-central.com/course/coursera-strategic-leadership-and-management-capstone-5257,Strategic Leadership and Management Capstone,Business
https://www.class-central.com/course/coursera-estrategicos-empresariales-proyecto-final-5559,Estratégicos Empresariales Proyecto Final ,Business
https://www.class-central.com/course/futurelearn-mergers-and-acquisitions-free-cash-flow-modeling-9399,Mergers and Acquisitions: Free Cash Flow Modeling,Business
https://www.class-central.com/course/futurelearn-improve-your-intercultural-competence-8642,Improve Your Intercultural Competence,Business
https://www.class-central.com/course/coursera-human-resources-management-capstone-hr-for-people-managers-5587,Human Resources Management Capstone: HR for People Managers,Business
https://www.class-central.com/course/coursera-analysis-of-business-problems-6095,Analysis of Business Problems,Business
https://www.class-central.com/course/coursera--final-project-7473,总计划案 Final Project,Business
https://www.class-central.com/course/coursera-finance-for-everyone-capstone-project-6230,Finance for Everyone Capstone Project,Business
https://www.class-central.com/course/edx-introduccion-a-la-factura-electronica-12320,Introducción a la factura electrónica,Business
https://www.class-central.com/course/futurelearn-introduction-to-intercultural-studies-the-branding-of-culture-12716,Introduction to Intercultural Studies: The Branding of Culture,Business
https://www.class-central.com/course/edx-strategic-management-from-intuition-to-insight-8174,Strategic Management: From Intuition to Insight,Business
https://www.class-central.com/course/edx-supply-chain-analytics-6367,Supply Chain Analytics,Business
https://www.class-central.com/course/edx-gestion-de-riesgos-en-proyectos-de-desarrollo-12865,Gestión de riesgos en proyectos de desarrollo,Business
https://www.class-central.com/course/france-universite-numerique-financement-de-l-innovation-12618,Financement de l'innovation,Business
https://www.class-central.com/course/futurelearn-business-fundamentals-customer-engagement-6387,Business Fundamentals: Customer Engagement,Business
https://www.class-central.com/course/futurelearn-finance-fundamentals-financial-planning-and-budgeting-6394,Finance Fundamentals: Financial Planning and Budgeting,Business
