absolute_course_url,course_name,subject_name
https://www.class-central.com/course/coursera-operations-analytics-4204,Operations Analytics,Business
https://www.class-central.com/course/coursera-strategy-implementation-4330,Strategy Implementation,Business
https://www.class-central.com/course/coursera-strategic-planning-and-execution-4311,Strategic Planning and Execution,Business
https://www.class-central.com/course/coursera-introduccion-a-las-redes-sociales-sus-objetivos-y-metricas-4626,Introducción a las redes sociales. Sus objetivos y métricas. ,Business
https://www.class-central.com/course/coursera-beneficios-y-caracteristicas-de-las-redes-sociales-mas-significativas-4649,Beneficios y características de las redes sociales más significativas,Business
https://www.class-central.com/course/coursera-entrepreneurship-1-developing-the-opportunity-5467,Entrepreneurship 1: Developing the Opportunity,Business
https://www.class-central.com/course/coursera-introduccion-a-la-calidad-5521,Introducción a la Calidad,Business
https://www.class-central.com/course/coursera-making-successful-decisions-through-the-strategy-law-ethics-model-6195,"Making Successful Decisions through the Strategy, Law & Ethics Model",Business
https://www.class-central.com/course/futurelearn-finance-fundamentals-managing-the-household-balance-sheet-6396,Finance Fundamentals: Managing the Household Balance Sheet,Business
https://www.class-central.com/course/coursera-fundamentos-del-marketing-mix-6819,Fundamentos del marketing mix,Business
https://www.class-central.com/course/coursera-valuation-for-startups-using-multiple-approach-6974,Valuation for Startups Using Multiple Approach,Business
https://www.class-central.com/course/coursera-supply-chain-planning-6922,Supply Chain Planning,Business
https://www.class-central.com/course/coursera-supply-chain-operations-6925,Supply Chain Operations,Business
https://www.class-central.com/course/coursera----------7348,"Рынки капитала и финансовые институты или ""О чужих деньгах""",Business
https://www.class-central.com/course/coursera-estrategias-de-redes-sociales-7085,Estrategias de  Redes Sociales,Business
https://www.class-central.com/course/coursera-construction-scheduling-7114,Construction Scheduling,Business
https://www.class-central.com/course/coursera-oral-communication-for-engineering-leaders-7425,Oral Communication for Engineering Leaders,Business
https://www.class-central.com/course/coursera-capstone-project-business-technology-management-7185,Capstone Project: Business Technology Management,Business
https://www.class-central.com/course/coursera-accounting-and-finance-for-it-professionals-7186,Accounting and Finance for IT professionals,Business
https://www.class-central.com/course/coursera-marketing-customer-needs-and-wants-7250,Marketing: Customer Needs and Wants,Business
https://www.class-central.com/course/coursera-building-your-leadership-skills-7752,Building Your Leadership Skills,Business
https://www.class-central.com/course/coursera---marketing-in-a-changing-world-7804,行銷典範轉移: 變動中的消費世界 (Marketing in a changing world),Business
https://www.class-central.com/course/coursera-interest-rate-models-7662,Interest Rate Models,Business
https://www.class-central.com/course/coursera-sustainable-innovation-for-subsistence-marketplaces-8323,Sustainable Innovation for Subsistence Marketplaces,Business
https://www.class-central.com/course/coursera-professional-skills-for-international-business-8038,Professional Skills for International Business,Business
https://www.class-central.com/course/coursera---8827,Интернет-предпринимательство,Business
https://www.class-central.com/course/coursera-deep-learning-for-business-9431,Deep Learning for Business,Business
https://www.class-central.com/course/coursera----digital--digital-marketing-strategy-9518,Маркетинговая стратегия в digital среде (Digital marketing strategy) ,Business
https://www.class-central.com/course/coursera--------9519,Работа с клиентской базой и входящий маркетинг,Business
https://www.class-central.com/course/coursera-entrepreneurship-strategy-from-ideation-to-exit-9448,Entrepreneurship Strategy: From Ideation to Exit,Business
https://www.class-central.com/course/coursera-global-challenges-in-business-capstone-9662,Global Challenges in Business Capstone,Business
https://www.class-central.com/course/futurelearn-management-and-leadership-planning-your-personal-development-10555,Management and Leadership: Planning Your Personal Development,Business
https://www.class-central.com/course/coursera------12113,Основы налогообложения бизнеса в России,Business
https://www.class-central.com/course/coursera-fintech-security-and-regulation-regtech-11726,FinTech Security and Regulation (RegTech),Business
https://www.class-central.com/course/coursera-fintech-risk-management-12007,FinTech Risk Management,Business
https://www.class-central.com/course/coursera-operations-management-analysis-and-improvement-methods-12255,Operations Management: Analysis and Improvement Methods,Business
https://www.class-central.com/course/coursera-business-intelligence-and-data-warehousing-12421,Business intelligence and data warehousing,Business
https://www.class-central.com/course/futurelearn-project-management-principles-practices-and-systems-13132,"Project Management Principles, Practices and Systems",Business
https://www.class-central.com/course/coursera-financial-engineering-and-risk-management-part-ii-1015,Financial Engineering and Risk Management Part II,Business
https://www.class-central.com/course/coursera-leading-innovation-in-arts-and-culture-2390,Leading Innovation in Arts and Culture,Business
https://www.class-central.com/course/coursera-giving-2-0-the-mooc-2481,Giving 2.0: The MOOC,Business
https://www.class-central.com/course/coursera-o-empreendedorismo-e-as-competencias-do-empreendedor-2577,O Empreendedorismo e as Competências do Empreendedor,Business
https://www.class-central.com/course/coursera-food-beverage-management-3498,Food & Beverage Management,Business
https://www.class-central.com/course/coursera-business-growth-strategy-4259,Business Growth Strategy,Business
https://www.class-central.com/course/coursera-the-fundamentals-of-revenue-management-the-cornerstone-of-revenue-strategy-4301,The Fundamentals of Revenue Management: The Cornerstone of Revenue Strategy,Business
https://www.class-central.com/course/coursera-case-studies-in-business-analytics-with-accenture-4369,Case studies in business analytics with ACCENTURE,Business
https://www.class-central.com/course/coursera-ingles-empresarial-gestion-y-liderazgo-4597,Inglés Empresarial: Gestión y Liderazgo ,Business
https://www.class-central.com/course/coursera-iniciacion-y-planificacion-de-proyectos-4647,Iniciación y Planificación de Proyectos,Business
https://www.class-central.com/course/coursera-managing-as-a-coach-5519,Managing as a Coach,Business
https://www.class-central.com/course/coursera-gestion-del-canal-de-distribucion-y-retailing-5985,Gestión del canal de distribución y retailing    ,Business
https://www.class-central.com/course/coursera-gestion-de-marca-y-producto-5989,Gestión de marca y producto,Business
https://www.class-central.com/course/coursera-investment-strategy-6196,Investment Strategy,Business
https://www.class-central.com/course/coursera-finance-for-non-financial-managers-6948,Finance for Non-Financial Managers,Business
https://www.class-central.com/course/coursera-it-project-management-7183,IT Project Management,Business
https://www.class-central.com/course/coursera-administracion-para-obtener-resultados-7135,Administración para obtener resultados,Business
https://www.class-central.com/course/coursera-orden-y-manejo-del-tiempo-7140,Orden y manejo del tiempo,Business
https://www.class-central.com/course/coursera-valuacion-de-empresas-7142,Valuación de empresas ,Business
https://www.class-central.com/course/coursera-strategic-innovation-toolkit-for-managers-7414,Strategic Innovation Toolkit for Managers,Business
https://www.class-central.com/course/coursera-visual-analytics-with-tableau-7621,Visual Analytics with Tableau,Business
https://www.class-central.com/course/coursera-competitive-strategy-and-organization-design-project-8340,Competitive Strategy and Organization Design Project,Business
https://www.class-central.com/course/edx-strategic-brand-management-8186,Strategic Brand Management,Business
https://www.class-central.com/course/coursera-creating-innovation-8276,Creating Innovation,Business
https://www.class-central.com/course/coursera--9195,Логистика,Business
https://www.class-central.com/course/futurelearn-mergers-and-acquisitions-advanced-theory-9397,Mergers and Acquisitions: Advanced Theory,Business
https://www.class-central.com/course/coursera-quantitative-research-9094,Quantitative Research,Business
https://www.class-central.com/course/coursera-models-frameworks-to-support-sales-planning-9731,Models & Frameworks to Support Sales Planning ,Business
https://www.class-central.com/course/coursera-sales-strategy-9732,Sales Strategy,Business
https://www.class-central.com/course/coursera-federal-taxation-ii-property-transactions-of-business-owners-and-shareholders-9445,Federal Taxation II: Property Transactions of Business Owners and Shareholders,Business
https://www.class-central.com/course/coursera-financial-reporting-capstone-10233,Financial Reporting Capstone,Business
https://www.class-central.com/course/coursera-principles-of-corporate-finance-a-tale-of-value-10783,Principles of Corporate Finance –  A Tale of Value,Business
https://www.class-central.com/course/coursera-core-concepts-of-accounting-numbers-and-people-10798,Core Concepts of Accounting – Numbers and People,Business
https://www.class-central.com/course/coursera-orcamento-e-cronograma-de-projetos-10722,Orçamento e Cronograma de Projetos,Business
https://www.class-central.com/course/coursera----10448,Маркетинг инновационных продуктов,Business
https://www.class-central.com/course/coursera-energy-the-enterprise-12085,Energy: The Enterprise,Business
https://www.class-central.com/course/coursera-natural-gas-12044,Natural Gas,Business
https://www.class-central.com/course/coursera-capstone-value-creation-through-innovation-11957,Capstone Value Creation through Innovation,Business
https://www.class-central.com/course/coursera-introduction-to-self-driving-cars-13140,Introduction to Self-Driving Cars,Business
https://www.class-central.com/course/coursera-management-of-fashion-and-luxury-companies-1374,Management of Fashion and Luxury Companies,Business
https://www.class-central.com/course/coursera-financing-and-investing-in-infrastructure-1380,Financing and Investing in Infrastructure,Business
https://www.class-central.com/course/coursera-creer-et-developper-une-startup-technologique-2995,Créer et développer une startup technologique,Business
https://www.class-central.com/course/coursera-strategy-formulation-4207,Strategy Formulation,Business
https://www.class-central.com/course/coursera-demand-management-breaking-down-today-s-commercial-silos-4274,Demand management: Breaking down today’s commercial silos,Business
https://www.class-central.com/course/coursera-the-fundamentals-of-hotel-distribution-4300,The fundamentals of hotel distribution,Business
https://www.class-central.com/course/coursera-leadership-communication-for-maximum-impact-storytelling-4771,Leadership Communication for Maximum Impact: Storytelling,Business
https://www.class-central.com/course/coursera-high-performance-collaboration-leadership-teamwork-and-negotiation-4772,"High Performance Collaboration: Leadership, Teamwork, and Negotiation",Business
https://www.class-central.com/course/coursera-foundations-of-marketing-analytics-4370,Foundations of marketing analytics,Business
https://www.class-central.com/course/coursera-fundamentos-de-finanzas-empresariales-4633,Fundamentos de Finanzas Empresariales ,Business
https://www.class-central.com/course/coursera-negocios-internacionales-ii-4941,Negocios Internacionales II,Business
https://www.class-central.com/course/coursera-international-marketing-entry-and-execution-5507,International Marketing Entry and Execution,Business
https://www.class-central.com/course/coursera-managing-employee-compensation-5510,Managing Employee Compensation,Business
https://www.class-central.com/course/coursera-managing-employee-performance-5528,Managing Employee Performance,Business
https://www.class-central.com/course/coursera-setting-expectations-assessing-performance-issues-5534,Setting Expectations & Assessing Performance Issues,Business
https://www.class-central.com/course/coursera-from-idea-to-startup-5498,From Idea to Startup,Business
https://www.class-central.com/course/futurelearn-management-and-leadership-growing-as-a-manager-6266,Management and Leadership: Growing as a Manager,Business
https://www.class-central.com/course/coursera-marketing-management-ii-6761,Marketing Management II,Business
https://www.class-central.com/course/coursera-investment-strategies-and-portfolio-analysis-7030,Investment Strategies and Portfolio Analysis,Business
https://www.class-central.com/course/coursera-social-business-model-and-planning-for-social-innovation-7033,Social Business Model and Planning for Social Innovation,Business
https://www.class-central.com/course/coursera-digital-business-models-7790,Digital Business Models,Business
https://www.class-central.com/course/coursera-engineering-project-management-initiating-and-planning-7457,Engineering Project Management: Initiating and Planning,Business
https://www.class-central.com/course/coursera-international-business-capstone-8338,International Business Capstone,Business
https://www.class-central.com/course/coursera-strategic-organization-design-8043,Strategic Organization Design,Business
https://www.class-central.com/course/coursera-evaluating-problems-8238,Evaluating Problems,Business
https://www.class-central.com/course/coursera-market-and-competition-in-pricing-strategy-8352,Market and Competition in Pricing Strategy,Business
https://www.class-central.com/course/coursera-----game-theoretic-analysis-for-business-research-1-9300,商管研究中的賽局分析（一）：通路選擇、合約制定與共享經濟 (Game Theoretic Analysis for Business Research (1)),Business
https://www.class-central.com/course/coursera-innovation-strategy-developing-your-fintech-strategy-9308,Innovation Strategy: Developing Your Fintech strategy,Business
https://www.class-central.com/course/coursera-qualitative-research-9093,Qualitative Research,Business
https://www.class-central.com/course/coursera-strategic-business-management-macroeconomics-9221,Strategic Business Management - Macroeconomics,Business
https://www.class-central.com/course/coursera-effective-sales-an-overview-9728,Effective Sales – An Overview,Business
https://www.class-central.com/course/coursera-research-report-delivering-insights-9456,Research Report: Delivering Insights,Business
https://www.class-central.com/course/coursera-acuerdos-globales-para-el-desarrollo-sostenible-9631,Acuerdos globales para el desarrollo sostenible,Business
https://www.class-central.com/course/coursera---------10165,Инструменты позитивной психологии в менеджменте. Курс для руководителей,Business
https://www.class-central.com/course/coursera-creativity-and-entrepreneurship-10057,Creativity And Entrepreneurship ,Business
https://www.class-central.com/course/coursera-buenas-practicas-en-libre-competencia-10216,Buenas Prácticas en Libre Competencia,Business
https://www.class-central.com/course/coursera-mergers-and-acquisitions-the-relentless-pursuit-of-synergy-10794,Mergers and Acquisitions – The Relentless Pursuit of Synergy,Business
https://www.class-central.com/course/coursera-financial-acumen-for-non-financial-managers-10797,Financial Acumen for Non-Financial Managers,Business
https://www.class-central.com/course/coursera-auditing-i-conceptual-foundations-of-auditing-11798,Auditing I: Conceptual Foundations of Auditing,Business
https://www.class-central.com/course/coursera-----12089,Управление людьми и командами,Business
https://www.class-central.com/course/coursera-sales-operations-final-project-12423,Sales Operations: Final Project,Business
https://www.class-central.com/course/edx-liderazgo-orientado-al-florecimiento-humano-12287,Liderazgo orientado al florecimiento humano,Business
https://www.class-central.com/course/coursera-business-process-management-in-healthcare-organizations-12805,Business Process Management in Healthcare Organizations,Business
https://www.class-central.com/course/coursera-healthcare-organizations-and-the-health-system-12806,Healthcare Organizations and the Health System,Business
https://www.class-central.com/course/edx-inspiring-and-motivating-arts-and-culture-teams-7814,Inspiring and Motivating Arts and Culture Teams,Business
https://www.class-central.com/course/acumen-social-impact-analysis-9704,Social Impact Analysis,Business
https://www.class-central.com/course/acumen-designing-for-environmental-sustainability-and-social-impact-12310,Designing for Environmental Sustainability and Social Impact,Business
https://www.class-central.com/course/acumen-lean-startup-principles-for-the-social-sector-2238,Lean Startup Principles for the Social Sector,Business
https://www.class-central.com/course/coursera-patrocinio-deportivo-5814,Patrocinio Deportivo,Business
https://www.class-central.com/course/coursera-the-roles-and-responsibilities-of-nonprofit-boards-of-directors-within-the-governance-process-4669,The Roles and Responsibilities of Nonprofit Boards of Directors within the Governance Process,Business
https://www.class-central.com/course/edx-sustainable-packaging-in-a-circular-economy-11611,Sustainable Packaging in a Circular Economy,Business
https://www.class-central.com/course/edx-digital-transformation-leadership-12584,Digital Transformation: Leadership,Business
https://www.class-central.com/course/edx-new-product-development-12804,New Product Development,Business
https://www.class-central.com/course/edx-customer-relationship-management-7863,Customer Relationship Management,Business
https://www.class-central.com/course/edx-supply-chain-comprehensive-exam-8479,Supply Chain Comprehensive Exam,Business
https://www.class-central.com/course/nptel-manufacturing-strategy-12996,Manufacturing Strategy,Business
https://www.class-central.com/course/nptel-entrepreneurship-essentials-13037,Entrepreneurship Essentials,Business
https://www.class-central.com/course/nptel-sales-and-distribution-management-12987,Sales and Distribution Management,Business
https://www.class-central.com/course/nptel-global-marketing-management-12990,Global Marketing Management,Business
https://www.class-central.com/course/nptel-advanced-textile-printing-technology-13053,Advanced Textile Printing Technology,Business
https://www.class-central.com/course/futurelearn-investigating-innovation-13063,Investigating Innovation,Business
https://www.class-central.com/course/coursera------13143,Гибкие методологии разработки высокотехнологичных продуктов,Business
https://www.class-central.com/course/edx-emprendimiento-tecnologico-13156,Emprendimiento tecnológico,Business
https://www.class-central.com/course/coursera-leadership-in-21st-century-organizations-1411,Leadership in 21st Century Organizations,Business
https://www.class-central.com/course/edx-digital-transformation-market-and-industry-analysis-13059,Digital Transformation: Market and Industry Analysis,Business
https://www.class-central.com/course/edx-digital-transformation-strategy-13060,Digital Transformation: Strategy,Business
https://www.class-central.com/course/edx-introduccion-a-oil-country-tubular-goods-octg-13098,Introducción a Oil Country Tubular Goods (OCTG),Business
https://www.class-central.com/course/coursera-fundamentals-of-global-energy-business-1307,Fundamentals of Global Energy Business,Business
https://www.class-central.com/course/coursera-the-role-of-global-capital-markets-3331,The Role of Global Capital Markets,Business
https://www.class-central.com/course/coursera-introduction-to-people-analytics-4465,Introduction to People Analytics,Business
https://www.class-central.com/course/coursera-que-hacen-los-buenos-directivos-prioridades-de-la-alta-direccion-4552,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,Business
https://www.class-central.com/course/coursera-marketing-verde-4651,Marketing Verde,Business
https://www.class-central.com/course/coursera---------5501,"Итоговый проект специализации ""Финансовые инструменты для частного инвестора""",Business
https://www.class-central.com/course/coursera-business-model-canvas-a-tool-for-entrepreneurs-and-innovators-project-centered-course-5713,Business Model Canvas: A Tool for Entrepreneurs and Innovators (Project-Centered Course),Business
https://www.class-central.com/course/coursera-innovation-management-5943,Innovation Management,Business
https://www.class-central.com/course/coursera-emprender-la-emprendeduria-6034,Emprender la emprendeduría,Business
https://www.class-central.com/course/coursera-the-manager-s-toolkit-a-practical-guide-to-managing-people-at-work-6317,The Manager's Toolkit: A Practical Guide to Managing People at Work,Business
https://www.class-central.com/course/coursera-today-s-music-industry-6342,Today’s Music Industry,Business
https://www.class-central.com/course/coursera---6882,创意、创新与变革,Business
https://www.class-central.com/course/coursera-finance-for-non-finance-professionals-6892,Finance for Non-Finance Professionals,Business
https://www.class-central.com/course/coursera-marketing-analytics-capstone-project-6934,Marketing Analytics Capstone Project,Business
https://www.class-central.com/course/coursera-la-gestion-de-personas-y-equipos-8136,La gestión de personas y equipos,Business
https://www.class-central.com/course/coursera-engineering-project-management-risk-quality-teams-and-procurement-8329,"Engineering Project Management: Risk, Quality, Teams, and Procurement",Business
https://www.class-central.com/course/coursera-innovative-finance-hacking-finance-to-change-the-world-9707,Innovative Finance: Hacking finance to change the world ,Business
https://www.class-central.com/course/coursera-crowdfunding-9664,Crowdfunding,Business
https://www.class-central.com/course/coursera-major-engineering-projects-governance-risk-and-scope-11047,"Major Engineering Projects: Governance, Risk and Scope",Business
https://www.class-central.com/course/coursera-finance-for-startups-11501,Finance for Startups,Business
https://www.class-central.com/course/coursera-project-execution-12207,Project Execution,Business
https://www.class-central.com/course/coursera----11652,Прикладное управление рисками,Business
https://www.class-central.com/course/coursera-beyond-silicon-valley-growing-entrepreneurship-in-transitioning-economies-1603,Beyond Silicon Valley: Growing Entrepreneurship in Transitioning Economies,Business
https://www.class-central.com/course/coursera-conversations-that-inspire-coaching-learning-leadership-and-change-3707,"Conversations That Inspire: Coaching Learning, Leadership and Change",Business
https://www.class-central.com/course/coursera-introduccion-al-mercado-5492,Introducción al Mercado,Business
https://www.class-central.com/course/coursera-the-search-for-great-ideas-harnessing-creativity-to-empower-innovation-5604,The Search for Great Ideas: Harnessing creativity to empower innovation. ,Business
https://www.class-central.com/course/coursera-self-awareness-and-the-effective-leader-7280,Self Awareness and the Effective Leader,Business
https://www.class-central.com/course/coursera-data-analytics-for-lean-six-sigma-8092,Data Analytics for Lean Six Sigma,Business
https://www.class-central.com/course/coursera-formal-financial-accounting-9083,Formal Financial Accounting,Business
https://www.class-central.com/course/france-universite-numerique-les-fondamentaux-de-la-fonction-publique-territoriale-10864,Les fondamentaux de la fonction publique territoriale,Business
https://www.class-central.com/course/coursera-global-statistics-composite-indices-for-international-comparisons-11053,Global Statistics - Composite Indices for International Comparisons,Business
https://www.class-central.com/course/coursera-auditing-ii-the-practice-of-auditing-12151,Auditing II: The Practice of Auditing,Business
https://www.class-central.com/course/coursera-bridging-the-gap-between-strategy-design-and-delivery-12170,Bridging the Gap between Strategy Design and Delivery,Business
https://www.class-central.com/course/coursera-project-planning-12208,Project Planning,Business
https://www.class-central.com/course/coursera-principles-of-valuation-risk-and-return-4004,Principles of Valuation: Risk and Return,Business
https://www.class-central.com/course/coursera-gestion-empresarial-exitosa-para-pymes-4342,Gestión Empresarial Exitosa para Pymes,Business
https://www.class-central.com/course/coursera-ingles-empresarial-finanzas-y-economia-4622,Inglés Empresarial: Finanzas y Economía,Business
https://www.class-central.com/course/coursera-emprendimiento-y-metodos-agiles-de-desarrollo-en-videojuegos-4605,Emprendimiento y métodos ágiles de desarrollo en videojuegos,Business
https://www.class-central.com/course/coursera-structure-building-the-frame-for-business-growth-5617,Structure: Building the Frame for Business Growth,Business
https://www.class-central.com/course/coursera-giving-helpful-feedback-5437,Giving Helpful Feedback,Business
https://www.class-central.com/course/coursera-leadership-and-influence-5992,Leadership and Influence,Business
https://www.class-central.com/course/coursera--digital-----6232,Дипломный digital-проект: руководство к действию,Business
https://www.class-central.com/course/coursera-anticipating-your-next-battle-in-business-and-beyond-6197,"Anticipating Your Next Battle, in Business and Beyond",Business
https://www.class-central.com/course/coursera-portfolio-and-risk-management-6303,Portfolio and Risk Management,Business
https://www.class-central.com/course/coursera-posicionamiento-la-base-del-exito-en-la-estrategia-de-marketing-6822,Posicionamiento: La base del éxito en la estrategia de marketing,Business
https://www.class-central.com/course/coursera----7327,Управление инновационными проектами,Business
https://www.class-central.com/course/coursera-innovation-publique-et-pensee-design-l-innovation-sociale-au-service-des-territoires-8686,"Innovation publique et pensée design, l'innovation sociale au service des territoires",Business
https://www.class-central.com/course/coursera-influence-9072,Influence,Business
https://www.class-central.com/course/coursera-corporate-strategy-9859,Corporate Strategy ,Business
https://www.class-central.com/course/coursera-innovating-with-the-business-model-canvas-10140,Innovating with the Business Model Canvas,Business
https://www.class-central.com/course/coursera-financing-and-initiating-major-engineering-projects-11050,Financing and Initiating Major Engineering Projects,Business
https://www.class-central.com/course/coursera---5-11573,Комплекс маркетинга: 5Р,Business
https://www.class-central.com/course/coursera-how-to-change-the-world-1269,How to Change the World,Business
https://www.class-central.com/course/coursera-introduccion-a-la-contabilidad-financiera-4686,Introducción a la Contabilidad Financiera,Business
https://www.class-central.com/course/coursera-social-marketing-capstone-project-5114,Social Marketing Capstone Project,Business
https://www.class-central.com/course/coursera-planning-principled-proposing-proofing-and-practicing-to-a-success-plan-5615,"Planning: Principled, Proposing, Proofing, and Practicing to a Success Plan",Business
https://www.class-central.com/course/coursera-unleashing-the-impact-of-your-social-enterprise-7036,Unleashing the Impact of your Social Enterprise,Business
https://www.class-central.com/course/coursera-la-gestion-en-la-empresa-familiar-7419,La gestión en la empresa familiar,Business
https://www.class-central.com/course/coursera-supply-chain-principles-8098,Supply Chain Principles,Business
https://www.class-central.com/course/coursera-gender-and-sexuality-diversity-and-inclusion-in-the-workplace-8384,Gender and Sexuality: Diversity and Inclusion in the Workplace,Business
https://www.class-central.com/course/coursera-international-and-cross-cultural-negotiation-8601,International and Cross-Cultural Negotiation,Business
https://www.class-central.com/course/futurelearn-marketing-analytics-9660,Marketing Analytics,Business
https://www.class-central.com/course/coursera-customer-insights-new-product-development-orientation-10374,Customer Insights: New Product Development Orientation,Business
https://www.class-central.com/course/coursera-digital-transformation-10484,Digital Transformation,Business
https://www.class-central.com/course/coursera----11587,Разработка инновационного продукта,Business
https://www.class-central.com/course/coursera-project-launch-12205,Project Launch,Business
https://www.class-central.com/course/coursera-project-practicum-with-multiple-projects-12206,Project Practicum with Multiple Projects,Business
https://www.class-central.com/course/coursera----12777, Бизнес на свои,Business
https://www.class-central.com/course/coursera-principles-of-valuation-time-value-of-money-4003,Principles of Valuation: Time Value of Money,Business
https://www.class-central.com/course/coursera-liderazgo-instruccional-perspectiva-global-y-practicas-locales-4349,Liderazgo Instruccional: Perspectiva Global y Prácticas Locales,Business
https://www.class-central.com/course/coursera----5433,Структура капитала компании,Business
https://www.class-central.com/course/coursera-wharton-business-and-financial-modeling-capstone-5547,Wharton Business and Financial Modeling Capstone,Business
https://www.class-central.com/course/coursera-behavioral-investing-6399,Behavioral Investing,Business
https://www.class-central.com/course/coursera-operational-finance-finance-for-managers-7251,Operational Finance: Finance for Managers,Business
https://www.class-central.com/course/futurelearn-fundamentals-of-project-planning-and-management-8581,Fundamentals of Project Planning and Management,Business
https://www.class-central.com/course/coursera-accounting-analysis-i-measurement-and-disclosure-of-assets-8933,Accounting Analysis I: Measurement and Disclosure of Assets,Business
https://www.class-central.com/course/coursera-new-technologies-for-business-leaders-10365,New Technologies for Business Leaders,Business
https://www.class-central.com/course/coursera-major-and-principal-gifts-10807,Major and Principal Gifts,Business
https://www.class-central.com/course/coursera-advanced-valuation-and-strategy-m-a-private-equity-and-venture-capital-12104,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital",Business
https://www.class-central.com/course/futurelearn-impact-investing-profit-and-purpose-12345,Impact Investing: Profit and Purpose,Business
https://www.class-central.com/course/coursera---------12235,Целевые капиталы - территория финансовой стабильности в некоммерческом секторе,Business
https://www.class-central.com/course/futurelearn-effective-livestock-production-with-low-use-of-antibiotics-12751,Effective Livestock Production with Low Use of Antibiotics,Business
https://www.class-central.com/course/france-universite-numerique-droit-des-entreprises-en-difficulte-12772,Droit des entreprises en difficulté,Business
https://www.class-central.com/course/coursera-oil-gas-industry-operations-and-markets-5356,Oil & Gas Industry Operations and Markets ,Business
https://www.class-central.com/course/edx-el-arte-de-vender-introduccion-a-las-ventas-12639,El arte de vender: introducción a las ventas,Business
https://www.class-central.com/course/edx-supply-chain-management-a-decision-making-framework-7850,Supply Chain Management: A Decision-Making Framework,Business
https://www.class-central.com/course/opensap-reimagine-customer-experience-with-sap-c-4hana-11870,Reimagine Customer Experience with SAP C/4HANA,Business
https://www.class-central.com/course/coursera-accounting-business-and-society-the-multi-faceted-role-of-accounting-12434,"Accounting, Business and Society:  The Multi-faceted Role of Accounting",Business
https://www.class-central.com/course/coursera-corporate-finance-essentials-2286,Corporate Finance Essentials,Business
https://www.class-central.com/course/coursera-globalization-of-business-enterprise-2243,Globalization of Business Enterprise,Business
https://www.class-central.com/course/coursera-introduccion-a-la-gestion-de-operaciones-4687,Introducción a la Gestión de Operaciones,Business
https://www.class-central.com/course/coursera-la-gestion-de-los-riesgos-y-la-administracion-de-los-cambios-en-el-proyecto-4664,La gestión de los riesgos y la administración de los cambios en el proyecto,Business
https://www.class-central.com/course/futurelearn-innovation-the-food-industry-5005,Innovation: the Food Industry,Business
https://www.class-central.com/course/futurelearn-innovation-the-world-s-greatest-5006,Innovation: the World's Greatest,Business
https://www.class-central.com/course/futurelearn-starting-a-business-5-managing-finances-5012,Starting a Business 5: Managing Finances,Business
https://www.class-central.com/course/edx-fundamentals-of-digital-marketing-social-media-and-e-commerce-5835,"Fundamentals of Digital Marketing, Social Media, and E-Commerce",Business
https://www.class-central.com/course/edx-managing-the-value-of-customer-relationships-6766,Managing the Value of Customer Relationships,Business
https://www.class-central.com/course/coursera-ethical-social-media-7020,Ethical Social Media ,Business
https://www.class-central.com/course/futurelearn-competitive-advantage-using-information-to-build-business-success-8031,Competitive Advantage: Using Information to Build Business Success,Business
https://www.class-central.com/course/coursera-digital-product-management-modern-fundamentals-8548,Digital Product Management: Modern Fundamentals,Business
https://www.class-central.com/course/coursera-marketing-estrategico-claves-para-competir-con-exito-8576,Marketing estratégico: claves para competir con éxito,Business
https://www.class-central.com/course/coursera-the-hidden-value-lean-in-manufacturing-and-services-8365,The hidden value – Lean in manufacturing and services,Business
https://www.class-central.com/course/coursera----10367,Коммерциализация результатов НИОКР,Business
https://www.class-central.com/course/edx-innovation-leadership-10400,Innovation Leadership,Business
https://www.class-central.com/course/coursera-international-organizations-management-11072,International Organizations Management ,Business
https://www.class-central.com/course/coursera-fintech-law-and-policy-11522,FinTech Law and Policy,Business
https://www.class-central.com/course/coursera-entreprendre-dans-les-industries-culturelles-a-l-ere-du-numerique-12081,Entreprendre dans les Industries Culturelles à l'ère du numérique,Business
https://www.class-central.com/course/coursera-effectuation-l-entrepreneuriat-pour-tous-1331,Effectuation : l'entrepreneuriat pour tous,Business
https://www.class-central.com/course/coursera-technology-commercialization-part-1-setting-up-your-idea-filtering-system-2567,"Technology Commercialization, Part 1: Setting up your Idea Filtering System",Business
https://www.class-central.com/course/coursera-entrepreneurship-capstone-3279,Entrepreneurship Capstone ,Business
https://www.class-central.com/course/coursera-entrepreneurial-strategic-management-3596,Entrepreneurial Strategic Management,Business
https://www.class-central.com/course/futurelearn-identifying-food-fraud-4048,Identifying Food Fraud,Business
https://www.class-central.com/course/coursera-private-equity-and-venture-capital-4408,Private Equity and Venture Capital,Business
https://www.class-central.com/course/coursera-las-redes-sociales-en-accion-4663,Las redes sociales en acción,Business
https://www.class-central.com/course/futurelearn-innovation-the-fashion-industry-5004,Innovation: the Fashion Industry,Business
https://www.class-central.com/course/futurelearn-starting-a-business-6-funding-your-business-5013,Starting a Business 6: Funding Your Business,Business
https://www.class-central.com/course/coursera-action-driven-business-plan-from-the-classroom-to-the-world-5578,Action-Driven Business Plan: From the ‘Classroom’ to the World,Business
https://www.class-central.com/course/coursera-publicidad-digital-con-google-adwords-7084,Publicidad Digital con Google AdWords,Business
